split,class_num,class,im_path,orig_class_num,orig_im_path,url,robust_gt_logit,difficulty
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,7.101136684417725,0.2883639683960715
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,7.114651679992676,0.2873527468625436
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,6.730872631072998,0.3160679348352047
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,7.36098575592041,0.2689214924356844
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,5.004449367523193,0.4452427000360616
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,7.799004554748535,0.2361479677231843
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,6.476070880889893,0.3351327591732372
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,6.480609893798828,0.3347931402981129
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,7.967427253723144,0.2235462129543068
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,7.954802513122559,0.2244908236631833
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,4.388853073120117,0.4913029614255715
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,2.9753966331481934,0.5970608642585028
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,4.102373600006104,0.5127379822896194
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,6.845520973205566,0.3074896950788711
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,8.698444366455078,0.1688499134496335
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,7.3157782554626465,0.2723040165132052
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,7.248223304748535,0.2773586257048746
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,5.09807014465332,0.438237788691876
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,6.603938102722168,0.3255654539209274
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,3.119260311126709,0.5862966691644239
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,5.889217853546143,0.3790423864442869
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,4.3510565757751465,0.4941309780383184
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,6.18898344039917,0.3566132694863644
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,8.744236946105957,0.165423612466999
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,7.551029682159424,0.2547019901455581
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,9.256601333618164,0.1270873881751157
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,5.144035339355469,0.4347985722735029
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,5.922837257385254,0.3765269091052127
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,9.194828033447266,0.1317094016255431
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,7.241205215454102,0.2778837344982438
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e48356f-2015-41c3-adea-4035707f66ab.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e48356f-2015-41c3-adea-4035707f66ab.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e48356f-2015-41c3-adea-4035707f66ab.jpg,5.840965270996094,0.382652750225195
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e7c101d-0d8c-44be-bb79-0aa204a4c359.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e7c101d-0d8c-44be-bb79-0aa204a4c359.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7e7c101d-0d8c-44be-bb79-0aa204a4c359.jpg,5.56881856918335,0.4030153617869539
train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7ebf73f0-3948-40ca-9f5e-5010da93f7ee.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7ebf73f0-3948-40ca-9f5e-5010da93f7ee.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7ebf73f0-3948-40ca-9f5e-5010da93f7ee.jpg,8.673559188842773,0.170711876875938
