split,class,class_num,orig_class,orig_class_num,im_path,url,robust_gt_logit,vanilla_gt_logit
val,dog,0,soft-coated_wheaten_terrier,202,val/dog/ILSVRC2012_val_00026691.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00026691.JPEG,7.602756977081299,9.234622955322266
val,dog,0,Labrador_retriever,208,val/dog/ILSVRC2012_val_00027534.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00027534.JPEG,7.95746374130249,10.600669860839844
val,dog,0,German_shepherd,235,val/dog/ILSVRC2012_val_00027763.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00027763.JPEG,10.77126407623291,11.121563911437988
val,dog,0,Afghan_hound,160,val/dog/ILSVRC2012_val_00029232.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00029232.JPEG,14.599406242370604,16.699979782104492
val,dog,0,Japanese_spaniel,152,val/dog/ILSVRC2012_val_00029262.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00029262.JPEG,15.426261901855469,17.329103469848633
val,dog,0,Chihuahua,151,val/dog/ILSVRC2012_val_00029289.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00029289.JPEG,11.34897804260254,14.691899299621582
val,dog,0,Shih-Tzu,155,val/dog/ILSVRC2012_val_00029700.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00029700.JPEG,10.008173942565918,13.378008842468262
val,dog,0,affenpinscher,252,val/dog/ILSVRC2012_val_00029923.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00029923.JPEG,13.684003829956056,16.514801025390625
val,dog,0,papillon,157,val/dog/ILSVRC2012_val_00030141.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030141.JPEG,13.61703109741211,15.046995162963867
val,dog,0,English_setter,212,val/dog/ILSVRC2012_val_00030271.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030271.JPEG,13.933257102966309,19.713359832763672
val,dog,0,Weimaraner,178,val/dog/ILSVRC2012_val_00030285.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030285.JPEG,19.8692569732666,20.019163131713867
val,dog,0,miniature_poodle,266,val/dog/ILSVRC2012_val_00030403.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030403.JPEG,16.689023971557617,15.83764362335205
val,dog,0,Irish_wolfhound,170,val/dog/ILSVRC2012_val_00030412.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030412.JPEG,7.609846591949463,14.972532272338867
val,dog,0,beagle,162,val/dog/ILSVRC2012_val_00030567.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00030567.JPEG,6.081348419189453,21.934228897094727
val,dog,0,Shih-Tzu,155,val/dog/ILSVRC2012_val_00031191.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00031191.JPEG,8.841094970703125,15.767642974853516
val,dog,0,Walker_hound,166,val/dog/ILSVRC2012_val_00031823.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00031823.JPEG,13.03404712677002,14.33961582183838
val,dog,0,Norfolk_terrier,185,val/dog/ILSVRC2012_val_00031981.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00031981.JPEG,12.429120063781738,19.132308959960938
val,dog,0,English_setter,212,val/dog/ILSVRC2012_val_00032017.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00032017.JPEG,8.054505348205566,14.164846420288086
val,dog,0,borzoi,169,val/dog/ILSVRC2012_val_00032231.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00032231.JPEG,13.042522430419922,23.210346221923828
val,dog,0,Border_collie,232,val/dog/ILSVRC2012_val_00032336.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00032336.JPEG,13.42014503479004,16.040477752685547
val,dog,0,soft-coated_wheaten_terrier,202,val/dog/ILSVRC2012_val_00032582.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00032582.JPEG,6.385904312133789,11.997672080993652
val,dog,0,Rottweiler,234,val/dog/ILSVRC2012_val_00032785.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00032785.JPEG,12.834333419799805,16.386211395263672
val,dog,0,Great_Pyrenees,257,val/dog/ILSVRC2012_val_00033002.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00033002.JPEG,11.362013816833496,14.664494514465332
val,dog,0,Gordon_setter,214,val/dog/ILSVRC2012_val_00033300.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00033300.JPEG,13.447514533996582,14.497196197509766
val,dog,0,Saint_Bernard,247,val/dog/ILSVRC2012_val_00033703.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00033703.JPEG,13.565977096557615,13.108872413635254
val,dog,0,Greater_Swiss_Mountain_dog,238,val/dog/ILSVRC2012_val_00034221.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00034221.JPEG,8.272369384765625,17.2696475982666
val,dog,0,Siberian_husky,250,val/dog/ILSVRC2012_val_00034263.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00034263.JPEG,15.173027992248535,12.990489959716797
val,dog,0,pug,254,val/dog/ILSVRC2012_val_00034267.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00034267.JPEG,10.566723823547363,10.441646575927734
val,dog,0,komondor,228,val/dog/ILSVRC2012_val_00034880.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00034880.JPEG,18.829952239990234,21.732696533203125
val,dog,0,Kerry_blue_terrier,183,val/dog/ILSVRC2012_val_00035553.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035553.JPEG,12.720197677612305,14.66551399230957
val,dog,0,collie,231,val/dog/ILSVRC2012_val_00035592.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035592.JPEG,13.790542602539062,12.86443328857422
val,dog,0,Bernese_mountain_dog,239,val/dog/ILSVRC2012_val_00035628.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035628.JPEG,15.430903434753418,11.905922889709473
val,dog,0,Border_collie,232,val/dog/ILSVRC2012_val_00035632.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035632.JPEG,9.893683433532717,9.753527641296388
val,dog,0,Walker_hound,166,val/dog/ILSVRC2012_val_00035669.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035669.JPEG,11.407920837402344,15.88273811340332
val,dog,0,Yorkshire_terrier,187,val/dog/ILSVRC2012_val_00035939.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00035939.JPEG,12.581241607666016,17.859514236450195
val,dog,0,Maltese_dog,153,val/dog/ILSVRC2012_val_00036350.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00036350.JPEG,13.7152681350708,16.666378021240234
val,dog,0,collie,231,val/dog/ILSVRC2012_val_00036543.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00036543.JPEG,5.08643913269043,8.41345500946045
val,dog,0,standard_schnauzer,198,val/dog/ILSVRC2012_val_00036876.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00036876.JPEG,10.63589096069336,12.100196838378906
val,dog,0,Rottweiler,234,val/dog/ILSVRC2012_val_00036964.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00036964.JPEG,10.340210914611816,12.16762351989746
val,dog,0,cairn,192,val/dog/ILSVRC2012_val_00037317.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00037317.JPEG,10.761613845825195,18.64149475097656
val,dog,0,Great_Pyrenees,257,val/dog/ILSVRC2012_val_00037648.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00037648.JPEG,8.863003730773926,9.674610137939451
val,dog,0,wire-haired_fox_terrier,188,val/dog/ILSVRC2012_val_00037925.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00037925.JPEG,10.420238494873049,16.589208602905273
val,dog,0,keeshond,261,val/dog/ILSVRC2012_val_00038567.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00038567.JPEG,17.022478103637695,17.376447677612305
val,dog,0,groenendael,224,val/dog/ILSVRC2012_val_00038674.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00038674.JPEG,9.46506690979004,12.711620330810549
val,dog,0,curly-coated_retriever,206,val/dog/ILSVRC2012_val_00038868.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00038868.JPEG,13.381717681884766,17.501049041748047
val,dog,0,bluetick,164,val/dog/ILSVRC2012_val_00039010.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00039010.JPEG,13.500810623168944,23.293851852416992
val,dog,0,Dandie_Dinmont,194,val/dog/ILSVRC2012_val_00039124.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00039124.JPEG,15.80794906616211,17.179994583129883
val,dog,0,Boston_bull,195,val/dog/ILSVRC2012_val_00039926.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00039926.JPEG,17.12078857421875,16.525161743164062
val,dog,0,Norwich_terrier,186,val/dog/ILSVRC2012_val_00040058.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00040058.JPEG,8.375495910644531,17.011051177978516
val,dog,0,Norwich_terrier,186,val/dog/ILSVRC2012_val_00040263.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00040263.JPEG,10.775736808776855,20.355602264404297
val,dog,0,giant_schnauzer,197,val/dog/ILSVRC2012_val_00040836.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00040836.JPEG,9.419663429260254,16.940296173095703
val,dog,0,Irish_terrier,184,val/dog/ILSVRC2012_val_00040926.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00040926.JPEG,8.44666576385498,15.657794952392578
