Unnamed: 0,split,class_num,class,im_path,orig_class_num,orig_im_path,url,robust_gt_logit,robust_entropy,robust_cross_entropy,difficulty
10,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1a4c6aa4-e7a7-40cd-8d92-7a93508cfa5b.jpg,7.101136684417725,0.00334228342399,0.000352678092895,0.3194400238120544
11,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/1c17262c-cb8b-4a53-8c6f-5462d4c800a5.jpg,7.114651679992676,0.0033328419085592,0.0003530356043484,0.31743710044706963
12,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2142cb6e-f8e1-4b7e-9355-8623be3fd09f.jpg,6.730872631072998,0.01032857876271,0.0013158005895093,0.3743131844834955
13,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2255a06b-ad3e-47e8-82fa-2ea7fe2c17a3.jpg,7.36098575592041,0.0019729149062186,0.0001954841281985,0.28093037178916047
14,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2357682a-6fce-454f-861d-0087282b8b0e.jpg,5.004449367523193,0.0510946400463581,0.0077511491253972,0.6301692425369676
15,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/288454f0-0247-48c0-8d3b-d963700e279e.jpg,7.799004554748535,0.0010830451501533,9.77468371274881e-05,0.21601595271961704
16,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/29c50b39-9b69-45d8-b5f5-725e6a8279d0.jpg,6.476070880889893,0.0104601271450519,0.0012432949151843,0.4120748231056075
17,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/2c157159-d07c-440f-8314-392116b8850b.jpg,6.480609893798828,0.0057426560670137,0.0006516240537166,0.4114021410496752
18,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/3033301b-2bd3-4d3c-8468-8c56ca2293a4.jpg,7.967427253723144,0.0087339710444211,0.0011038646334782,0.19105569601074623
19,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/34b730f1-5fa3-4ceb-80bd-19d14e20c0c2.jpg,7.954802513122559,0.0010103976819664,8.95221673999913e-05,0.1929266835212895
20,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/35460f5f-b2ff-4515-8ae5-2589548f03e6.jpg,4.388853073120117,0.2426367700099945,0.0617632195353508,0.7214006598630073
21,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/386222cb-10e6-4091-ae5e-1bd3e7059370.jpg,2.9753966331481934,0.3802542090415954,0.1040407940745353,0.9308750110240993
22,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4145ca56-8e2d-4b67-b1a9-f4cef96c08a8.jpg,4.102373600006104,0.2880409955978393,0.0812944248318672,0.7638569394160732
23,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4161d134-f7e1-4962-b552-1faad54b858a.jpg,6.845520973205566,0.0030772513709962,0.0003042950120288,0.3573222915201498
24,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/43d2d19b-e234-4d6d-9629-f6f90dfb692c.jpg,8.698444366455078,0.0003467128262855,2.8013790142722428e-05,0.08271890469072596
25,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/4b0eb302-f45c-4a36-87da-77367c72f16d.jpg,7.3157782554626465,0.0024722809903323,0.0002476862282492,0.2876301267714879
26,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/558667f0-1683-411c-8432-5aabdf160f7f.jpg,7.248223304748535,0.0098754903301596,0.0012578202877193,0.2976417755696915
27,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/55c27e7f-0e2e-4a8d-934d-248cf5789fcd.jpg,5.09807014465332,0.0457330867648124,0.0070579731836915,0.6162946362951791
28,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5671247c-51a1-489c-a54e-9d1af8c52f5a.jpg,6.603938102722168,0.0037519121542572,0.0003846143954433,0.3931248911723536
29,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/5da987f4-0808-4167-9920-1102f6662fe4.jpg,3.119260311126709,0.1603734493255615,0.0313933752477169,0.9095544030817728
30,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/62a89aef-a1fe-42ad-9ae7-23fed161fe62.jpg,5.889217853546143,0.0110198650509119,0.0013305629836395,0.4990464860824988
31,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/632d54cd-32b9-4ac8-a69a-1a25e7a3c4e8.jpg,4.3510565757751465,0.1009710431098938,0.0186678413301706,0.7270021036242716
32,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/675a1d70-41c0-40f8-a848-7f9c705169d8.jpg,6.18898344039917,0.0092897489666938,0.0010818348964676,0.45462120346982116
33,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/683d578a-e4f0-4294-871b-ea3e624eb5f9.jpg,8.744236946105957,0.0064800642430782,0.0007615765207447,0.07593244092778817
34,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6b61b8ed-4e3a-4158-bb2c-2e74181b6a92.jpg,7.551029682159424,0.0029145835433155,0.0003021498851012,0.2527658475666703
35,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6e7967b6-a55b-4330-b11a-f549148b6883.jpg,9.256601333618164,0.0001938715431606,1.4781842764932662e-05,0.0
36,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/6f155fc5-5e64-4f5a-afef-fa6c9fd53ba7.jpg,5.144035339355469,0.0673274397850036,0.0109042488038539,0.6094825909686057
37,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/737dde69-5e7d-44b0-98c8-97ce1bbc3f0c.jpg,5.922837257385254,0.0184661895036697,0.0025315401144325,0.49406408789429535
38,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7623d651-1052-42ff-8d7c-73c4f09d99e1.jpg,9.194828033447266,0.0002647766086738,2.145744110748637e-05,0.009154807751015959
39,train,0,01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,1233,train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,https://morgan-idaea4-natural.s3.amazonaws.com/train/01233_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Idaea_aversata/7934a17d-84f2-43a6-ad98-2c5ecbc62ca9.jpg,7.241205215454102,0.0055927569046616,0.0006264869589358,0.2986818569331974
